question_id	poll_id	cycle	state	pollster_id	pollster	sponsor_ids	sponsors	partisan	display_name	pollster_rating_id	pollster_rating_name	fte_grade	sample_size	population	population_full	methodology	office_type	seat_number	start_date	end_date	sponsor_candidate	tracking	nationwide_batch	created_at	notes	url	stage	dem	rep	ind
80120	50745	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1455	a	a	Online	U.S. House		12/23/2017	12/27/2017		TRUE	FALSE	12/29/2017 13:55		http://polling.reuters.com/#poll/TM1212Y17/	general	41.9	26.8	6.6
82814	52441	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1263	rv	rv	Online	U.S. House		5/14/2018	5/18/2018		TRUE	FALSE	5/22/2018 21:42		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	35.2	40.8	6.5
82796	52429	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1338	rv	rv	Online	U.S. House		5/13/2018	5/17/2018		TRUE	FALSE	5/18/2018 22:33		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	36.7	38.1	6.5
80630	50980	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1228	rv	rv	Online	U.S. House		2/24/2018	2/28/2018		TRUE	FALSE	3/2/2018 18:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43	33.6	6.5
82778	52416	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1319	rv	rv	Online	U.S. House		5/9/2018	5/13/2018		TRUE	FALSE	5/16/2018 14:59		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.2	35	6.4
79966	50661	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1157	rv	rv	Online	U.S. House		12/6/2017	12/10/2017		TRUE	FALSE	12/12/2017 20:18		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.8	32.2	6.4
79723	50512	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1194	rv	rv	Online	U.S. House		11/18/2017	11/22/2017		TRUE	FALSE	11/28/2017 14:46		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.4	32.7	6.4
79273	49966	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1316	rv	rv	Online	U.S. House		7/8/2017	7/12/2017		TRUE	FALSE	10/27/2017 17:23		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.3	33.6	6.4
79449	49903	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1589	a	a	Online	U.S. House		6/19/2017	6/23/2017		TRUE	FALSE	10/27/2017 17:47		http://polling.reuters.com/#poll/TM1212Y17/	general	38.5	29.5	6.4
79293	49893	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1293	rv	rv	Online	U.S. House		6/18/2017	6/22/2017		TRUE	FALSE	10/27/2017 17:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.2	34	6.4
79314	49811	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1587	rv	rv	Online	U.S. House		5/28/2017	6/1/2017		TRUE	FALSE	10/27/2017 17:27		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.2	34.5	6.4
82818	52441	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1488	a	a	Online	U.S. House		5/14/2018	5/18/2018		TRUE	FALSE	5/22/2018 21:44		http://polling.reuters.com/#poll/TM1212Y17/	general	32.2	35.7	6.3
82777	52415	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1340	rv	rv	Online	U.S. House		5/10/2018	5/14/2018		TRUE	FALSE	5/16/2018 14:59		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	38.2	35.6	6.3
80651	50990	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1251	rv	rv	Online	U.S. House		2/26/2018	3/2/2018		TRUE	FALSE	3/6/2018 15:53		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.9	32.7	6.3
79275	49953	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1334	rv	rv	Online	U.S. House		7/6/2017	7/10/2017		TRUE	FALSE	10/27/2017 17:23		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.9	33.1	6.3
79276	49954	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1341	rv	rv	Online	U.S. House		7/5/2017	7/9/2017		TRUE	FALSE	10/27/2017 17:24		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.3	33.6	6.3
79433	49954	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1568	a	a	Online	U.S. House		7/5/2017	7/9/2017		TRUE	FALSE	10/27/2017 17:44		http://polling.reuters.com/#poll/TM1212Y17/	general	38.6	29.4	6.3
87384	49893	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	435	lv	lv	Online	U.S. House		6/18/2017	6/22/2017		TRUE	FALSE	9/18/2018 17:29		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1	general	41	34.5	6.3
82799	52429	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1556	a	a	Online	U.S. House		5/13/2018	5/17/2018		TRUE	FALSE	5/18/2018 22:33		http://polling.reuters.com/#poll/TM1212Y17/	general	33.6	34.2	6.2
82779	52417	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1275	rv	rv	Online	U.S. House		5/8/2018	5/12/2018		TRUE	FALSE	5/16/2018 15:00		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39	35.5	6.2
80629	50979	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1224	rv	rv	Online	U.S. House		2/25/2018	3/1/2018		TRUE	FALSE	3/2/2018 18:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.9	32.6	6.2
80121	50746	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1458	a	a	Online	U.S. House		12/22/2017	12/26/2017		TRUE	FALSE	12/29/2017 13:55		http://polling.reuters.com/#poll/TM1212Y17/	general	42	27.1	6.2
80102	50732	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1435	a	a	Online	U.S. House		12/21/2017	12/25/2017		TRUE	FALSE	12/26/2017 15:46		http://polling.reuters.com/#poll/TM1212Y17/	general	41.1	27.3	6.2
79724	50513	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1179	rv	rv	Online	U.S. House		11/17/2017	11/21/2017		TRUE	FALSE	11/28/2017 14:46		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.1	33.1	6.2
79263	50012	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1349	rv	rv	Online	U.S. House		7/18/2017	7/22/2017		TRUE	FALSE	10/27/2017 17:22		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	37.8	33.5	6.2
79272	49965	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1311	rv	rv	Online	U.S. House		7/9/2017	7/13/2017		TRUE	FALSE	10/27/2017 17:23		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39	33.8	6.2
79432	49953	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1560	a	a	Online	U.S. House		7/6/2017	7/10/2017		TRUE	FALSE	10/27/2017 17:44		http://polling.reuters.com/#poll/TM1212Y17/	general	38.2	29.2	6.2
79290	49901	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1308	rv	rv	Online	U.S. House		6/21/2017	6/25/2017		TRUE	FALSE	10/27/2017 17:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.5	33	6.2
79294	49894	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1277	rv	rv	Online	U.S. House		6/17/2017	6/21/2017		TRUE	FALSE	10/27/2017 17:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.2	34.1	6.2
82782	52416	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1521	a	a	Online	U.S. House		5/9/2018	5/13/2018		TRUE	FALSE	5/16/2018 15:01		http://polling.reuters.com/#poll/TM1212Y17/	general	36.9	32.3	6.1
82674	52363	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1365	a	a	Online	U.S. House		5/1/2018	5/5/2018		TRUE	FALSE	5/10/2018 7:02		http://polling.reuters.com/#poll/TM1212Y17/	general	35.9	34.4	6.1
82678	52363	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1194	rv	rv	Online	U.S. House		5/1/2018	5/5/2018		TRUE	FALSE	5/10/2018 7:04		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.3	37.8	6.1
82675	52364	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1431	a	a	Online	U.S. House		4/30/2018	5/4/2018		TRUE	FALSE	5/10/2018 7:03		http://polling.reuters.com/#poll/TM1212Y17/	general	37.2	33.3	6.1
82661	52355	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1423	a	a	Online	U.S. House		4/29/2018	5/3/2018		TRUE	FALSE	5/5/2018 12:43		http://polling.reuters.com/#poll/TM1212Y17/	general	37.2	33	6.1
80118	50746	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1218	rv	rv	Online	U.S. House		12/22/2017	12/26/2017		TRUE	FALSE	12/29/2017 13:54		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	45.7	30.7	6.1
80098	50732	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1208	rv	rv	Online	U.S. House		12/21/2017	12/25/2017		TRUE	FALSE	12/26/2017 15:45		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	46	30.8	6.1
79501	50398	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1487	rv	rv	Online	U.S. House		10/26/2017	10/30/2017		TRUE	FALSE	10/31/2017 15:12		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.8	33	6.1
79188	50294	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1262	rv	rv	Online	U.S. House		10/1/2017	10/5/2017		TRUE	FALSE	10/27/2017 17:17		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.5	33.3	6.1
79260	50024	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1265	rv	rv	Online	U.S. House		7/21/2017	7/25/2017		TRUE	FALSE	10/27/2017 17:22		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.7	33.9	6.1
79430	49966	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1548	a	a	Online	U.S. House		7/8/2017	7/12/2017		TRUE	FALSE	10/27/2017 17:44		http://polling.reuters.com/#poll/TM1212Y17/	general	38.2	29.7	6.1
79274	49967	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1306	rv	rv	Online	U.S. House		7/7/2017	7/11/2017		TRUE	FALSE	10/27/2017 17:23		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.9	32.9	6.1
79447	49901	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1576	a	a	Online	U.S. House		6/21/2017	6/25/2017		TRUE	FALSE	10/27/2017 17:47		http://polling.reuters.com/#poll/TM1212Y17/	general	37.6	28.9	6.1
79451	49894	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1533	a	a	Online	U.S. House		6/17/2017	6/21/2017		TRUE	FALSE	10/27/2017 17:47		http://polling.reuters.com/#poll/TM1212Y17/	general	39.9	30.6	6.1
87386	49895	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	417	lv	lv	Online	U.S. House		6/16/2017	6/20/2017		TRUE	FALSE	9/18/2018 17:29		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1	general	46	30.8	6.1
80771	51041	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1616	a	a	Online	U.S. House		3/13/2018	3/17/2018		TRUE	FALSE	3/20/2018 16:00		http://polling.reuters.com/#poll/TM1212Y17/	general	36.3	31.6	6
80634	50981	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1655	a	a	Online	U.S. House		2/23/2018	2/27/2018		TRUE	FALSE	3/2/2018 18:26		http://polling.reuters.com/#poll/TM1212Y17/	general	36.7	31.4	6
80103	50733	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1479	a	a	Online	U.S. House		12/20/2017	12/24/2017		TRUE	FALSE	12/26/2017 15:46		http://polling.reuters.com/#poll/TM1212Y17/	general	40.5	27	6
79970	50661	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1413	a	a	Online	U.S. House		12/6/2017	12/10/2017		TRUE	FALSE	12/12/2017 20:19		http://polling.reuters.com/#poll/TM1212Y17/	general	37.4	28.8	6
79722	50511	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1262	rv	rv	Online	U.S. House		11/19/2017	11/23/2017		TRUE	FALSE	11/28/2017 14:46		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42	32	6
79505	50398	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1768	a	a	Online	U.S. House		10/26/2017	10/30/2017		TRUE	FALSE	10/31/2017 15:13		http://polling.reuters.com/#poll/TM1212Y17/	general	37.7	29.6	6
79182	50325	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1320	rv	rv	Online	U.S. House		10/7/2017	10/11/2017		TRUE	FALSE	10/27/2017 17:17		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.1	33.4	6
79270	49983	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1246	rv	rv	Online	U.S. House		7/11/2017	7/15/2017		TRUE	FALSE	10/27/2017 17:23		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.6	33.8	6
79292	49903	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1321	rv	rv	Online	U.S. House		6/19/2017	6/23/2017		TRUE	FALSE	10/27/2017 17:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.4	33.8	6
79450	49893	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1561	a	a	Online	U.S. House		6/18/2017	6/22/2017		TRUE	FALSE	10/27/2017 17:47		http://polling.reuters.com/#poll/TM1212Y17/	general	39.4	30	6
79315	49812	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1609	rv	rv	Online	U.S. House		5/27/2017	5/31/2017		TRUE	FALSE	10/27/2017 17:27		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.4	34.7	6
82781	52415	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1541	a	a	Online	U.S. House		5/10/2018	5/14/2018		TRUE	FALSE	5/16/2018 15:01		http://polling.reuters.com/#poll/TM1212Y17/	general	35.4	33.4	5.9
82679	52364	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1248	rv	rv	Online	U.S. House		4/30/2018	5/4/2018		TRUE	FALSE	5/10/2018 7:04		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.8	37.2	5.9
80099	50733	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1240	rv	rv	Online	U.S. House		12/20/2017	12/24/2017		TRUE	FALSE	12/26/2017 15:45		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	45.1	31.1	5.9
79940	50649	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1234	rv	rv	Online	U.S. House		12/3/2017	12/7/2017		TRUE	FALSE	12/10/2017 17:02		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.3	33.5	5.9
79905	50631	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1560	rv	rv	Online	U.S. House		11/27/2017	12/1/2017		TRUE	FALSE	12/5/2017 14:59		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.1	34.3	5.9
79796	50558	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1324	rv	rv	Online	U.S. House		11/21/2017	11/25/2017		TRUE	FALSE	11/29/2017 14:01		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.8	35	5.9
79189	50295	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1300	rv	rv	Online	U.S. House		9/30/2017	10/4/2017		TRUE	FALSE	10/27/2017 17:17		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.9	34.3	5.9
79251	50050	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1372	rv	rv	Online	U.S. House		7/30/2017	8/3/2017		TRUE	FALSE	10/27/2017 17:21		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.6	34.4	5.9
79264	50013	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1332	rv	rv	Online	U.S. House		7/17/2017	7/21/2017		TRUE	FALSE	10/27/2017 17:22		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	38.1	34.5	5.9
79431	49967	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1534	a	a	Online	U.S. House		7/7/2017	7/11/2017		TRUE	FALSE	10/27/2017 17:44		http://polling.reuters.com/#poll/TM1212Y17/	general	38.8	29.3	5.9
79295	49895	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1273	rv	rv	Online	U.S. House		6/16/2017	6/20/2017		TRUE	FALSE	10/27/2017 17:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	45.2	32.5	5.9
79296	49874	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1285	rv	rv	Online	U.S. House		6/15/2017	6/19/2017		TRUE	FALSE	10/27/2017 17:25		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	45.4	31.2	5.9
79313	49821	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1643	rv	rv	Online	U.S. House		5/29/2017	6/2/2017		TRUE	FALSE	10/27/2017 17:27		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.2	33.7	5.9
87404	49821	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	520	lv	lv	Online	U.S. House		5/29/2017	6/2/2017		TRUE	FALSE	9/18/2018 17:30		http://polling.reuters.com/#!response/TM1212Y17/type/smallest/filters/LIKELY:1	general	38.5	31.4	5.9
82783	52417	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1480	a	a	Online	U.S. House		5/8/2018	5/12/2018		TRUE	FALSE	5/16/2018 15:01		http://polling.reuters.com/#poll/TM1212Y17/	general	36.7	32.1	5.8
82658	52355	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1238	rv	rv	Online	U.S. House		4/29/2018	5/3/2018		TRUE	FALSE	5/5/2018 12:42		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.6	37	5.8
80767	51041	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1336	rv	rv	Online	U.S. House		3/13/2018	3/17/2018		TRUE	FALSE	3/20/2018 15:59		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.9	37.4	5.8
79190	50296	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1375	rv	rv	Online	U.S. House		9/29/2017	10/3/2017		TRUE	FALSE	10/27/2017 17:17		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	42.3	34.1	5.8
79261	50010	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1276	rv	rv	Online	U.S. House		7/20/2017	7/24/2017		TRUE	FALSE	10/27/2017 17:22		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.7	34	5.8
79271	49984	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1275	rv	rv	Online	U.S. House		7/10/2017	7/14/2017		TRUE	FALSE	10/27/2017 17:23		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.5	33.5	5.8
79452	49895	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1544	a	a	Online	U.S. House		6/16/2017	6/20/2017		TRUE	FALSE	10/27/2017 17:48		http://polling.reuters.com/#poll/TM1212Y17/	general	41.2	29.3	5.8
83423	52792	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1652	a	a	Online	U.S. House		6/30/2018	7/4/2018		TRUE	FALSE	7/6/2018 16:33		http://polling.reuters.com/#poll/TM1212Y17/	general	37.7	30.6	5.7
82948	52504	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1310	rv	rv	Online	U.S. House		5/31/2018	6/4/2018		TRUE	FALSE	6/5/2018 17:28		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.6	33.9	5.7
82780	52418	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1327	rv	rv	Online	U.S. House		5/7/2018	5/11/2018		TRUE	FALSE	5/16/2018 15:00		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39	37.2	5.7
81627	51623	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1459	rv	rv	Online	U.S. House		4/2/2018	4/6/2018		TRUE	FALSE	4/11/2018 13:18		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	43.3	33.1	5.7
80633	50980	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1487	a	a	Online	U.S. House		2/24/2018	2/28/2018		TRUE	FALSE	3/2/2018 18:26		http://polling.reuters.com/#poll/TM1212Y17/	general	37.9	29.1	5.7
80572	50938	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1539	rv	rv	Online	U.S. House		2/22/2018	2/26/2018		TRUE	FALSE	2/27/2018 16:00		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.4	36.1	5.7
79503	50400	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1467	rv	rv	Online	U.S. House		10/24/2017	10/28/2017		TRUE	FALSE	10/31/2017 15:12		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	38.9	34	5.7
79196	50267	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	2835	rv	rv	Online	U.S. House		9/23/2017	9/27/2017		TRUE	FALSE	10/27/2017 17:18		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.8	35.3	5.7
79250	50063	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1372	rv	rv	Online	U.S. House		7/31/2017	8/4/2017		TRUE	FALSE	10/27/2017 17:21		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	40.2	35.4	5.7
79429	49965	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1565	a	a	Online	U.S. House		7/9/2017	7/13/2017		TRUE	FALSE	10/27/2017 17:44		http://polling.reuters.com/#poll/TM1212Y17/	general	36.4	29.7	5.7
79312	49820	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1818	rv	rv	Online	U.S. House		5/30/2017	6/3/2017		TRUE	FALSE	10/27/2017 17:27		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	41.4	34.7	5.7
79471	49811	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1847	a	a	Online	U.S. House		5/28/2017	6/1/2017		TRUE	FALSE	10/27/2017 17:51		http://polling.reuters.com/#poll/TM1212Y17/	general	36.6	31.6	5.7
82798	52431	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1290	rv	rv	Online	U.S. House		5/11/2018	5/15/2018		TRUE	FALSE	5/18/2018 22:33		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	37.8	37.1	5.6
82677	52362	2018		744	Ipsos	71	Reuters		Ipsos	154	Ipsos	B-	1205	rv	rv	Online	U.S. House		5/2/2018	5/6/2018		TRUE	FALSE	5/10/2018 7:04		http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1	general	39.5	36.3	5.6
